msg_id,first_node_process_time,last_node_process_time
5 1,6.72278356552124, 10.040876626968384
4 1,6.726001024246216, 10.07270359992981
6 1,6.8887083530426025, 10.32297158241272
2 1,6.886263132095337, 10.316831827163696
7 1,6.983059406280518, 10.850011587142944
3 1,6.97711706161499, 10.851434230804443
6 2,7.944476842880249, 13.404249429702759
5 2,9.17756962776184, 15.615225076675415
5 3,10.055939435958862, 16.858076333999634
4 2,10.066335201263428, 16.864370584487915
4 3,11.905991315841675, 17.82620096206665
6 3,11.937747716903687, 17.83253240585327
3 2,13.1460702419281, 18.83737301826477
4 4,15.462576389312744, 24.807239294052124
6 4,16.042083740234375, 25.265317678451538
5 4,16.058202505111694, 25.290437936782837
1 1,16.01893448829651, 25.24741005897522
3 3,17.172255277633667, 26.655696868896484
4 5,18.45258092880249, 30.791911363601685
6 5,18.45554804801941, 30.799955129623413
2 2,18.65786075592041, 31.655537128448486
5 5,19.09520411491394, 31.833638191223145
4 6,24.622292041778564, 33.51201915740967
2 3,25.38317036628723, 35.398494720458984
1 2,26.3116135597229, 36.82890796661377
4 7,27.04986310005188, 37.25117349624634
4 8,27.826606273651123, 39.985344648361206
8 1,27.806777000427246, 39.9820396900177
2 4,28.17865228652954, 40.12243580818176
5 6,28.22382354736328, 40.167139530181885
4 9,29.748119831085205, 41.32486891746521
3 4,29.747932195663452, 41.3248405456543
5 7,30.15064573287964, 43.66423201560974
2 5,31.761916160583496, 44.18877863883972
2 6,32.483957052230835, 45.45002841949463
3 5,32.50247573852539, 45.466634035110474
6 6,34.23580002784729, 45.768685817718506
1 3,38.35486054420471, 49.20364546775818
2 7,38.918034076690674, 49.52189874649048
6 7,39.08436346054077, 49.76070523262024
1 4,41.55509972572327, 52.9407742023468
2 8,42.4202880859375, 53.82246732711792
3 6,42.45646691322327, 53.86098575592041
3 7,44.18318009376526, 55.15287208557129
2 9,45.27446508407593, 55.53038692474365
3 8,46.430410861968994, 57.8307318687439
2 10,47.91257381439209, 59.092156648635864
3 9,48.27433443069458, 59.729220151901245
1 5,49.34831666946411, 61.98552632331848
3 10,49.96378469467163, 63.65231966972351
2 11,50.43512678146362, 65.6088171005249
1 6,50.90359377861023, 66.00579023361206
3 11,50.8765082359314, 65.97428798675537
3 12,51.18034243583679, 66.30107593536377
2 12,52.65588855743408, 69.48481178283691
3 13,54.49586510658264, 69.65362405776978
2 13,54.78598952293396, 70.59571266174316
1 7,55.33500075340271, 71.23593926429749
2 14,55.893208742141724, 74.2179479598999
3 14,55.87533235549927, 74.22244882583618
1 8,58.136544942855835, 75.05446028709412
1 9,58.97893500328064, 75.56906962394714
6 8,58.990726947784424, 75.55643320083618
3 15,59.9486517906189, 76.72842955589294
4 10,60.369800329208374, 78.60440135002136
1 10,61.0146861076355, 79.06445598602295
1 11,64.33271622657776, 84.3401505947113
3 16,64.67441201210022, 84.59731245040894
1 12,64.8841061592102, 86.32309174537659
4 11,65.36045384407043, 86.69455170631409
6 9,65.56994557380676, 86.8996467590332
1 13,66.79806113243103, 88.5782561302185
1 14,67.9180257320404, 91.86421728134155
1 15,69.88557124137878, 93.19282650947571
6 10,69.83724927902222, 93.1416175365448
1 16,70.48750758171082, 93.43902516365051
5 8,70.46327757835388, 93.41119718551636
2 15,75.93013381958008, 93.64440083503723
1 17,77.25448679924011, 94.70259737968445
5 9,82.01902079582214, 96.5404839515686
7 2,83.27294731140137, 96.57996797561646
8 2,83.89003586769104, 97.24287152290344
8 3,86.45961332321167, 101.22560596466064
3 17,86.40112519264221, 101.17348217964172
1 18,86.96904349327087, 102.11716532707214
8 4,88.45763945579529, 103.23645901679993
1 19,89.22011828422546, 104.81691002845764
8 5,93.68604445457458, 104.91144227981567
7 3,95.21794176101685, 104.89650821685791
8 6,95.33173108100891, 105.0105950832367
8 7,96.14901161193848, 105.1442551612854
1 20,98.33703279495239, 109.17468571662903
3 18,98.54552030563354, 109.20462799072266
7 4,100.20355463027954, 109.60851311683655
1 21,100.58291959762573, 109.990895986557
6 11,100.51674556732178, 109.92355036735535
5 10,100.70313596725464, 110.11456799507141
8 8,104.71818113327026, 112.92968821525574
3 19,106.99832534790039, 114.30632734298706
1 22,111.00887036323547, 115.23682069778442
2 16,112.0551815032959, 117.39182209968567
5 11,112.1619758605957, 117.49813628196716
3 20,112.63014721870422, 116.05096244812012
4 12,113.32700300216675, 117.95874357223511
2 17,114.07666873931885, 118.30933356285095
5 12,115.0826153755188, 120.95643711090088
6 12,115.27907204627991, 121.3057930469513
7 5,117.54043984413147, 122.85375213623047
2 18,119.8803551197052, 123.4696536064148
5 13,119.9681544303894, 123.5541353225708
7 6,123.6957483291626, 125.49239778518677
3 21,125.85844945907593, 128.32471585273743
1 23,126.47106289863586, 129.62207889556885
8 9,127.66717576980591, 129.56573748588562
7 7,129.6275384426117, 130.39895629882812
8 10,129.80363869667053, 130.57811093330383
3 22,130.37894129753113, 130.83033227920532
5 14,130.76138734817505, 131.21388030052185
4 13,132.8262162208557, 133.26511979103088
8 11,132.9706449508667, 133.41000938415527
6 13,133.02190232276917, 133.4607560634613
1 24,133.45608282089233, 133.86865973472595
6 14,133.5333333015442, 133.99708557128906
4 14,134.15750813484192, 134.59474444389343
1 25,134.539963722229, 134.9773337841034
5 15,134.62160539627075, 135.04804491996765
5 16,136.32293105125427, 136.33719849586487
5 17,136.9955656528473, 137.082346200943
2 19,139.1361563205719, 139.1872489452362
3 23,140.0714955329895, 140.57046937942505
8 12,141.0664038658142, 141.30356884002686
6 15,140.81104493141174, 141.04905033111572
1 26,141.73427414894104, 141.8350374698639
3 24,141.62879586219788, 141.78365778923035
4 15,142.946937084198, 143.43228816986084
7 8,142.86215138435364, 143.33856201171875
4 16,143.14643931388855, 143.59228229522705
3 25,143.32311391830444, 143.7720503807068
8 13,144.96119332313538, 145.0967071056366
6 16,144.79908061027527, 144.93649125099182
3 26,146.7693977355957, 147.86387133598328
5 18,147.2712438106537, 148.49045658111572
2 20,148.08105564117432, 149.25925636291504
4 17,148.94616079330444, 150.19882011413574
1 27,149.5968132019043, 150.84979224205017
6 17,149.24205899238586, 150.49439978599548
3 27,149.88598465919495, 151.13010787963867
5 19,150.29954934120178, 151.46776413917542
4 18,150.96225261688232, 152.03245544433594
4 19,151.44393610954285, 152.5766680240631
4 20,151.49547815322876, 152.60344457626343
4 21,151.6176016330719, 152.6790328025818
2 21,152.0147967338562, 153.07892990112305
6 18,151.8711063861847, 152.70980739593506
2 22,152.60980129241943, 153.05444407463074
2 23,152.72432851791382, 153.05308055877686
6 19,152.67194533348083, 152.79265785217285
8 14,152.9075002670288, 153.48925232887268
3 28,153.08054208755493, 153.61198735237122
2 24,153.52429008483887, 154.06574201583862
8 15,153.55562686920166, 154.13866186141968
5 20,153.2098515033722, 153.7916557788849
3 29,153.62287306785583, 154.17085814476013
4 22,154.21852898597717, 154.76310801506042
7 9,154.14089918136597, 154.68526029586792
6 20,154.37757182121277, 154.92221689224243
4 23,154.39609718322754, 154.90756368637085
1 28,155.08006739616394, 155.53201913833618
8 16,155.41161966323853, 155.72735691070557
7 10,155.13583397865295, 155.39536213874817
3 30,156.25900650024414, 156.3570806980133
6 21,156.1804084777832, 156.278546333313
2 25,156.73639726638794, 156.84330368041992
6 22,156.29730343818665, 156.39967846870422
1 29,156.7016851902008, 156.78408241271973
6 23,156.35882210731506, 156.44116353988647
4 24,157.06458473205566, 157.1292474269867
8 17,157.49854469299316, 157.56267619132996
4 25,157.17586874961853, 157.23808932304382
2 26,158.0636100769043, 158.07967352867126
5 21,157.88580799102783, 157.8883032798767
7 11,158.04843306541443, 158.07318568229675
1 30,158.8394923210144, 158.849027633667
6 24,158.3946976661682, 158.4040207862854
3 31,158.8017773628235, 158.81474447250366
5 22,158.25058579444885, 158.26464009284973
7 12,158.47473335266113, 158.55712056159973
1 31,159.16527271270752, 159.26352977752686
6 25,158.5948405265808, 158.69295644760132
8 18,160.1349332332611, 160.38575911521912
6 26,159.83822011947632, 160.08996510505676
2 27,160.53430485725403, 160.71739745140076
7 13,160.5038242340088, 160.7389280796051
2 28,161.1385908126831, 161.37391471862793
